"Var1","SAFE179","SAFE198","SAFE185","SAFE8","SAFE2","SAFE9","SAFE7","SAFE14","SAFE75","SAFE37","SAFE11","SAFE31","SAFE25","SAFE18","SAFE70","SAFE187","SAFE186","SAFE26","SAFE12","SAFE126","SAFE135","SAFE35","SAFE19","SAFE27","SAFE196","SAFE6","SAFE16","SAFE194","SAFE22","SAFE33","SAFE28","SAFE200","SAFE40","SAFE98","SAFE29","SAFE23","SAFE59","SAFE142","SAFE144","SAFE10","SAFE191","SAFE124","SAFE42","SAFE44","SAFE145","SAFE20","SAFE60","SAFE46","SAFE130","SAFE110","SAFE204","SAFE195","SAFE4","SAFE38","SAFE53","SAFE41","SAFE58","SAFE15","SAFE49","SAFE65","SAFE146","SAFE21","SAFE74","SAFE82","SAFE1","SAFE32","SAFE69","SAFE13","SAFE199","SAFE47","SAFE3","SAFE61","SAFE24","SAFE106","SAFE52","SAFE68","SAFE193","SAFE71","SAFE100","SAFE101","SAFE102","SAFE103","SAFE104","SAFE105","SAFE107","SAFE108","SAFE109","SAFE111","SAFE112","SAFE113","SAFE114","SAFE115","SAFE116","SAFE117","SAFE118","SAFE119","SAFE120","SAFE121","SAFE122","SAFE123","SAFE125","SAFE127","SAFE128","SAFE129","SAFE131","SAFE132","SAFE133","SAFE134","SAFE136","SAFE137","SAFE138","SAFE139","SAFE140","SAFE141","SAFE143","SAFE147","SAFE148","SAFE149","SAFE150","SAFE151","SAFE152","SAFE153","SAFE154","SAFE155","SAFE156","SAFE157","SAFE158","SAFE159","SAFE160","SAFE161","SAFE162","SAFE163","SAFE164","SAFE165","SAFE166","SAFE167","SAFE168","SAFE169","SAFE17","SAFE170","SAFE171","SAFE172","SAFE173","SAFE174","SAFE175","SAFE176","SAFE177","SAFE178","SAFE180","SAFE181","SAFE182","SAFE183","SAFE184","SAFE188","SAFE189","SAFE190","SAFE192","SAFE197","SAFE201","SAFE202","SAFE203","SAFE205","SAFE30","SAFE34","SAFE36","SAFE39","SAFE43","SAFE45","SAFE48","SAFE5","SAFE50","SAFE51","SAFE54","SAFE55","SAFE56","SAFE57","SAFE62","SAFE63","SAFE64","SAFE66","SAFE67","SAFE72","SAFE73","SAFE76","SAFE77","SAFE78","SAFE79","SAFE80","SAFE81","SAFE83","SAFE84","SAFE85","SAFE86","SAFE87","SAFE88","SAFE89","SAFE90","SAFE91","SAFE92","SAFE93","SAFE94","SAFE95","SAFE96","SAFE97","SAFE99"
"K",14.351930016,9.815690016,3.03144,0,0.12,0,0.06,0,43.51144,25.0764,0,0,3.732,0.12,0,0,-3.03144,0,0.0036,0.0270864,0,0.35,3.672,0,-488.13952948992,43,0,-31.799509984,0.45144,-0.06,0.06,11.320490016,0,43.06,0,0,0.06,43.06,0.06,0.12,11.320490016,24.62496,0.06,0,2.58,11.42,0.06,0,-2.12856,0,-10.970490016,54.440490016,0.45144,0.12,0.35,0,7.404,0,0,0,0.35,7.584,0,0,11.320490016,-43.12,0.06,0.45144,17.0350733760768,417.88,3.03144,0,0,0,0,1.5048,0,25.08,0,0.06,0.06,0,0,0.35,0,0,0,0,0,0,0,0,0,0.45144,0,-0.51144,-0.0270864,-42.60856,19.4390064,25.52784,0.51144,0.12,0,43,1.1647152,0.45144,0,0.06,0,0.06,418.06,0,43.06,0.44784,0,417.94,0.06,0.06,0,0.06,0.06,0,43,0,0,0,0,0,0.06,0,-42.94,2.58,418,0,-7.464,43,25.08,-25.08,0,25.14,25.02,0.0036,0,3.612,0.22032,11.380490016,11.260490016,0.67922940096,8.289050016,34.317386254103,11.380490016,11.260490016,0.67922940096,11.320490016,11.320490016,0,11.320490016,12.825290016,11.320490016,0,11.670490016,3.9621715056,0,0.45144,0.06,7.524,0,0.06,0.06,-2.5836,1.42,43.12,0.0036,0.39144,-0.06,0,0,2.58,0.39144,0.45144,0,2.5836,0,0,0.06,0,7.524,0,43,42.94,0,-0.06,418,0,0.481,7.524,0,0,42.94,0,0,0,7.464,0.06,0.06
"L",41.333539188424,36.327223188424,1.796944,0,1.054,0,0.077,0.45,16.168944,35.795421,0,0,0.527,0.604,0,-1.0111248,-2.696944,0.45,0.040579,0.084079688,0,0,0,0,-627.496199154959,15,0.0693,23.032595188424,1.091944,-0.527,-0.823,39.086595188424,0,15.077,0,0,0.077,15.077,0.527,0.604,39.536595188424,34.703477,0.077,0,1.155,0,0.527,0,-0.063056,0,-39.086595188424,55.140595188424,1.541944,1.054,0,0.155,1.468,0,0,0,0,2.599,1.36,0,39.086595188424,-16.054,0.077,1.091944,107.854456338272,67.396,2.246944,-0.45,0,0.9,0,2.759372,17.5889678347908,5.236,0.9,0.077,0.077,0,0,0,0,0,0,0,0,0,0,0,0,0.641944,-0.4913748,-2.068944,-1.066829288,-13.985056,16.463239688,36.887365,1.168944,0.154,-0.2718,14.1,1.26119532,1.091944,0,-0.373,0,-0.373,68.077,0,15.077,0.118965,0,67.923,0.077,0.977,0,0.527,0.077,0,15,0,0.03465,0.45,0,0,0.077,0.43965,-14.923,1.155,68.45,-0.23715,-1.545,14.55,4.786,-5.686,-0.45,5.763,4.709,0.040579,0,-0.527,0,39.163595188424,39.009595188424,3.00966782950865,36.839651188424,87.8253905390582,39.163595188424,39.009595188424,3.00966782950865,38.636595188424,39.536595188424,-17.5889678347908,38.636595188424,41.845967188424,39.086595188424,0,39.086595188424,0,-0.45,1.091944,0.077,2.072,0.45,1.427,0.077,-14.730229,3.63,15.604,0.075229,0.114944,-0.977,0,0,1.155,1.014944,1.091944,-0.9,7.945579,-2.3562,0,0.077,0.03465,1.622,0,15,14.923,0.45,-0.077,68,0,0,1.172,0.7299,0.45,14.923,0,0,0,1.545,0.077,0.527
"M",-4.6444,0,-4.6444,0,-0.68,0,0,0,13.32,0,0,0,0,0,0,0,4.6444,0,0,0,0,0.34,0,0.34,0,14,0,-12.98,0,0,-0.34,0,0,14,1.04,0,-0.34,13.66,0.34,-0.34,0,0,0,0,0,0,0,0,4.6444,0.34,0,12.98,-0.34,0.34,0,0.149,2.35,0,0,0,0,2.35,0.34,0,0,-12.98,0,0,0,188,-4.6444,-0.34,4.76,0.34,0,0,0,0,0.34,0,0,0,0.69,0,0,0,0,0,0,0,0.34,0,0,0.34,0,0.34,0,-13.32,0,0,-0.34,0,-0.1156,13.66,0,0,0,0,0,0,188,0,13.32,0,0,188,-0.34,0.34,0,0,0,0,14.34,0,0,0,0,0,0,0,-13.66,0,188,0,-2.35,13.32,0.34,0.34,0.34,0,0,0,0,0,0,0,0,0,4.6444,0,-0.34,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0.34,2.35,0,0.34,0.34,4.5288,0.34,13.32,0,0.34,0.34,0,0,-4.6444,0.34,0,-0.34,0,0,0,0,0,2.35,0,13.66,14,0,0.34,188,0,0,2.35,0,0.34,14,0,0,0.34,2.35,0,0
"N",211.6594424,187.1419624,6.30248,0,5.41,0,0.5,0,9.77248,32.505,0,0,1.97,2.47,0,-11.4255456,-9.24248,0,3.8809,3.13624,0,1.47,0,0,-1414.975519056,3,0.735,196.9469624,6.27248,-1.97,-0.97,203.8869624,0,3.5,0,0,0.5,3.5,0.5,3.94,203.8869624,26.23252,0.5,0,1.5,0,1.97,0,4.77248,0,-203.8869624,210.8269624,7.74248,2.47,0,0,0.714,0,0,0,1.47,5.154,0,0,203.8869624,-6.94,0.5,6.27248,3414.087185388,14.53,7.77248,0,0,0,0,16.745,0,8.5,1.47,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,4.80248,-9.2205456,-9.71248,-21.5773312,2.77248,21.95368,38.77748,6.77248,2.47,-5.7918,0.0600000000000001,9.40872,6.27248,0,0.5,0,-0.97,17.5,0.735,3.5,0.607,0,16.5,1.97,1.97,0,1.97,-0.97,0.735,3,0,0,-1.47,0,0,-0.97,2.8959,-2.5,1.5,18.47,-2.8959,-1.214,1.53,7.03,-9.97,-1.47,10.47,6.53,0.985,0,-1.97,0,204.3869624,203.3869624,101.9434812,196.1144824,1584.70733751475,204.3869624,203.3869624,101.9434812,202.4169624,205.3569624,-299.713834728,203.8869624,220.6319624,203.8869624,0,203.8869624,0,-1.47,6.27248,0.5,3.184,0,3.44,0.5,-12.04,5.88,5.47,0.985,2.83248,-3.44,0,0,1.5,5.77248,6.27248,-1.47,6.895,-12.495,0.735,1.97,0.735,1.714,1.47,3,2.5,1.47,0.97,17,0,0,0.244,2.51958,1.47,2.5,0,0,0,1.214,1.97,0.5
"O",24.563558506644,11.777627506644,4.814316,0,1.458,0,0.729,0,6.627316,10.403559,0,0,0.729,1.458,0,0,-4.814316,0,0.531441,1.383872364,0,0,0,0,-107.791365601263,4,0,14.291242506644,1.898316,-0.729,0.729,19.749242506644,0,4.729,0,0,0.729,4.729,0.729,1.458,19.749242506644,8.505243,0.729,0,2.916,0,0.729,0,-1.017684,0,-19.749242506644,25.207242506644,1.898316,1.458,0,0,1.146,0,0,0,0,3.333,0,0,19.749242506644,-5.458,0.729,1.898316,157.433357804601,13.542,4.814316,0,0,0,0,7.971615,0,10.935,0,0.729,0.729,0,0,0,0,0,0,0,0,0,0,0,0,1.898316,0,-2.627316,-1.383872364,-2.830684,8.977136364,12.301875,2.627316,1.458,0,4,5.535489456,1.898316,0,0.729,0,0.729,15.729,0,4.729,1.366875,0,14.271,0.729,0.729,0,0.729,0.729,0,4,0,0,0,0,0,0.729,0,-3.271,2.916,15,0,-1.875,4,10.935,-10.935,0,11.664,10.206,0.531441,0,-0.729,0,20.478242506644,19.020242506644,14.3971977873435,14.934926506644,95.0790941876164,20.478242506644,19.020242506644,14.3971977873435,19.749242506644,19.749242506644,0,19.749242506644,27.720857506644,19.749242506644,0,19.749242506644,0,0,1.898316,0.729,2.604,0,0.729,0.729,-3.447441,4,5.458,0.531441,1.169316,-0.729,0,0,2.916,1.169316,1.898316,0,3.447441,0,0,0.729,0,2.604,0,4,3.271,0,-0.729,15,0,0,2.604,0,0,3.271,0,0,0,1.875,0.729,0.729
"P",631.356854749517,565.991168749517,8.058607,0,3.513,0.68,0.366,0,17.113607,131.059131,0,0,1.447,1.813,1.61418638,-9.879915167,-10.220607,0.34,1.513562,1.737624162,0,0.68,0,1.03,-9229.34843586859,12,0.50142,607.384247749517,5.087607,-1.447,-1.004,622.897247749517,0,12.366,0,0.34,0.366,12.427,0.716,2.493,622.557247749517,126.311524,0.366,0.022326,4.392,0,1.447,0,0.355607000000001,0,-622.217247749517,637.050247749517,5.767607,2.163,0,0,1.529,0,0,0,0.68,4.728,0,0,622.217247749517,-14.833,0.305,4.407607,34984.8361271269,89.126,9.139607,-0.401,0,0.68,0,56.226079,211.553864234836,38.857,1.37,0.366,0.427,0,0,1.03,0.34,0,0,0,0,0,0,0,0,3.727607,-4.84255914,-7.214607,-11.712346469,-7.618393,58.708908162,135.806738,5.113607,1.473,-2.54286,9.899,20.851489944,4.747607,0,0.026,0,-0.593,91.427,0.24888,12.366,0.69357,0,90.573,1.046,1.736,0,1.447,-0.314,0.24888,12,0,0.12444,-0.34,0.2312,0,-0.253,1.77072,-11.573,5.124,92.02,-1.47594,-1.834,10.919,37.837,-39.877,-1.02,40.304,37.41,0.529602,0.061,-1.447,0,622.583247749517,621.851247749517,227.731512676323,613.077640749517,5686.82111305222,622.583247749517,621.851247749517,227.731512676323,621.136247749517,623.298247749517,-672.616844817228,621.877247749517,678.443326749517,621.537247749517,423.107728469672,622.217247749517,0,-1.081,4.747607,0.427,3.281,0.34,2.756,0.366,-30.506922,5.86,13.813,0.741272,2.280607,-2.467,0,0,4.392,4.381607,4.747607,-1.309,17.893602,-39.63414,0.29036,1.107,0.43554,2.261,0.68,12,11.634,1.02,0.314,91,0,0,1.241,2.30622,1.02,11.634,0,0,0,1.895,1.046,0.706
"Q",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,2,0,-2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1.5,0,0,0,0,1.5,0,0,0,-2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,2,0,0,0,0,0,0,3,0,2,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,-2,0,3,0,-1.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,2,2,0,0,3,0,0,1.5,0,0,2,0,0,0,1.5,0,0
"R",6.72133426364,2.56495626364,1.68329,0,0.556,0,0.278,0,4.84929,8.818716,0,0,0.278,0.556,0,0,-1.68329,1.69,0.077284,0.15881862,0,1.69,0,0,-22.9533296651438,4,0.46982,0.48204426364,0.57129,1.412,-1.412,5.03804426364,0,4.278,0,0,0.278,4.278,1.968,0.556,6.72804426364,8.247426,0.278,0,1.112,0,1.968,0,-0.54071,0,-5.03804426364,9.59404426364,0.57129,2.246,0,0,1.499,0,0,0.46982,0,2.333,0,0,5.03804426364,-4.556,0.278,0.57129,12.4595268118769,31.444,1.68329,0,0,0,0,2.473088,8.5142948055516,8.896,1.69,0.278,0.278,0,0,0,0,0,0,0,0,0,0,0,0,0.57129,0,-0.84929,-0.15881862,-3.70671,2.44397862,9.390006,0.84929,0.556,0,4,0.63527448,0.57129,0,0.278,0,0.278,32.278,0,4.278,0.494006,1.69,31.722,0.278,1.968,0,0.278,0.278,0,4,0,0,0,0,0,0.278,0,-3.722,1.112,32,0,-1.777,4,8.896,-8.896,0,9.174,8.618,0.077284,0,-0.278,0,5.31604426364,4.76004426364,1.40057630529192,3.35475426364,8.48048952854258,5.31604426364,4.76004426364,1.40057630529192,5.03804426364,5.03804426364,0,3.34804426364,7.51113226364,5.03804426364,0,5.03804426364,0,0,0.57129,0.278,2.055,0,1.968,0.278,-1.189284,0,4.556,0.547104,0.29329,-0.278,0,0,1.112,0.29329,0.57129,-1.69,1.189284,0,0,0.278,0,2.055,0,4,3.722,0,-0.278,32,0,0,2.055,0,0,3.722,0,0,0,1.777,0.278,0.278
"S",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,5,0,1,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,5,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,5,0,0,1,0,0,1,0,0,0,1,0,0
"T",-1.453343183013,0.099383816987,-1.883967,0,-0.898,0,0.091,0,4.129573,3.631719,0,0,0.091,0.182,0,0,1.883967,1.09,-0.040859,-0.053239277,0,0,0,0.54,-1.53388203610769,5,0,-3.131376183013,0.118573,-0.091,0.091,0.430623816987,0,5.091,0,0,-0.449,4.551,0.091,-0.358,1.520623816987,3.513146,0.091,0,0.455,0,0.091,0,2.121113,0,0.109376183013,3.992623816987,-0.421427,0.182,0.54,0.182,1.121,0,0,0,0,1.394,0,0,0.430623816987,-3.562,0.091,0.118573,0.142639833138774,39.818,-1.883967,-0.54,2.7,0,0,0.33124,0.46937996051583,3.64,0,0.091,0.091,0,0.54,0,0,0,0,0,0,0,0,0,0.091,0.658573,0.06402942,0.330427,0.053239277,-3.892427,0.475596303,3.750292,-0.330427,0.182,-0.19332,4.46,-0.23744717542,0.118573,0,0.091,0,0.091,40.091,0,4.011,0.110292,0,39.909,-0.449,0.091,0,0.091,0.091,0,5.54,0.04914,0,0,0,0,0.091,0,-4.369,0.40586,40,0.04914,-1.212,3.92,4.18,-3.1,0.54,3.731,3.549,0.008281,0,-0.091,0,0.521623816987,0.339623816987,0.039186767345817,2.314590816987,-0.811281060617547,-0.0183761830130001,0.879623816987,-0.193350093827163,0.430623816987,0.430623816987,0,-0.659376183013,0.761863816987,0.430623816987,0,0.970623816987,0.23253686117298,0,0.118573,0.631,1.303,0,0.091,0.631,1.800939,0,4.102,0.008281,0.567573,0.449,0,0,-2.00254,0.567573,0.118573,0,0.365001,1.9656,0,0.091,0,1.303,0,4.46,4.909,0,0.449,40,0,0,1.303,0,0.54,4.909,0,0,0.54,1.212,0.091,0.091
"U",186.849043577551,135.319629577551,14.524669,0,0.397,0.2,0.096,0,144.941669,203.601379,0.13,0,0.262,0.337,0,-2.127102005,-14.814669,0.06,0.023136,0.081184224,0,0.33,0.021,0.4,-24862.1851508746,144,0.11616,27.782374577551,0.845669,-0.241,-1.114,172.379374577551,0,144.096,0,0,0.096,144.181,1.246,0.337,172.239374577551,202.75571,0.096,0.00816,13.824,0,0.241,0,-12.978331,0,-172.119374577551,316.576374577551,0.905669,1.487,0.06,0.107,3.257,0,0,0,0.06,3.75,0.13,0.67,172.179374577551,-144.397,0.011,0.845669,6346.48784118801,844.578,14.669669,-0.145,0,0.47,0.13,36.859745,10.3307624746531,152.945,1.21,0.096,0.181,0,0,0.06,0,0,0,0,0,0,0,0,0,0.785669,-0.05074014,-1.146669,-0.254546369,-143.250331,121.857520224,204.447048,0.941669,0.277,-0.02022,143.795,11.690528256,0.845669,0,0.036,0,0.121,845.181,0,144.096,0.321888,0,844.819,0.096,1.306,0.06,0.241,0.096,0,144,0,0.00576,0.06,0,0,0.181,0.07836,-143.819,26.064,845.06,-0.01446,-3.268,143.855,152.885,-153.005,-0.06,153.186,152.704,0.023136,0.085,-0.22,0.005061,172.275374577551,172.083374577551,16.5292199594449,157.509705577551,2525.81443367969,172.275374577551,172.083374577551,16.5292199594449,172.034374577551,172.324374577551,-24.9660093137449,172.119374577551,209.039119577551,171.979374577551,34.4358749155102,172.239374577551,10.3307624746531,-0.145,0.845669,0.181,3.509,0.06,1.366,0.096,-43.372896,1.14,144.337,0.236386,0.544669,-0.301,0,0,13.824,0.749669,0.845669,-1.125,34.727136,-9.1767,0,0.181,0.01086,3.449,0,144,143.904,0.06,-0.096,845,0,0.01,3.389,0.20694,0.06,143.904,0,0,0,3.353,0.096,0.156
"V",0,0,-2,0,0,0,-2,0,7,0,0,2,0,-2,0,0,-2,0,0,0,0,0,0,0,0,7,0,-7,0,0,0,0,0,7,0,0,0,7,0,0,0,0,2,0,0,0,0,0,0,0,0,7,0,0,0,0.337,2.95,0,0,0,0,2.95,0,0,0,-7,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,0,0,7,0,-2,0,0,0,0,59,0,7,0,0,59,0,0,2,0,0,0,7,0,0,0,0,0,0,0,-7,0,59,0,-2.95,7,0,0,0,0,0,0,0,0,0,-2,2,0,0,0,0,0,0,-2,2,0,0,0,0,0,0,0,-2,2,0,2.95,0,0,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2.95,0,7,7,0,0,59,0,0.337,2.95,0,0,7,0,0,0,2.95,0,0
"W",8.947716021019,2.750946021019,1.808461,0,0.778,0,0.389,0,4.030461,11.129679,0,0,0.389,0.778,0,0,-1.808461,0,0.151321,0.249528329,0,0,0,0,-26.9721054694098,3,0,3.361255021019,0.641461,-0.389,0.389,7.139255021019,0,3.389,0,0,0.389,3.389,0.389,0.778,7.139255021019,10.488218,0.389,0,1.167,0,0.389,0,-0.525539,0,-7.139255021019,10.917255021019,0.641461,0.778,0,0.389,0.871,0,0,0,0,2.038,0,0,7.139255021019,-3.778,0.389,0.641461,31.3292570620329,28.222,1.808461,0,0,2.91,0,4.388309,0,11.281,0,0.389,0.389,0,0,0,0,0,0,0,0,0,0,0,0,0.641461,0,-1.030461,-0.249528329,-2.747539,2.173911329,11.77114,1.030461,0.778,0,3,0.748584987,0.641461,0,0.389,0,0.389,29.389,0,3.389,0.49014,0,28.611,0.389,0.389,0,0.389,0.389,0,3,0,0,0,0,0,0.389,0,-2.611,1.167,29,0,-1.26,3,11.281,-11.281,0,11.67,10.892,0.151321,0,-0.389,0,7.528255021019,6.750255021019,2.77717020317639,5.330794021019,12.911064274567,7.528255021019,6.750255021019,2.77717020317639,7.139255021019,7.139255021019,0,7.139255021019,11.527564021019,7.139255021019,0,7.139255021019,0,0,0.641461,0.389,1.649,0,0.389,0.389,-1.318321,1.94,3.778,0.151321,0.252461,-0.389,0,0,1.167,0.252461,0.641461,0,1.318321,0,0,0.389,0,1.649,0,3,2.611,0,-0.389,29,0,0,1.649,0,0,2.611,0,0,0,1.26,0.389,0.389
"X",-83.0739,0,-86.6439,0,-2.38,0,-3.57,0,68.62,0,0,3.57,0,-3.57,0,296.573823,79.5039,0,0,0,0,0,0,0,0,71,0,-67.43,0,0,0,0,0,71,0,0,-1.19,69.81,0,-1.19,0,0,3.57,0,0,0,0,0,83.0739,0,0,67.43,-1.19,0,0,0,4.791,0,0,0,1.19,4.791,0,0,0,-67.43,0,0,0,115,-83.0739,-1.19,84.49,0,0,0,0,0,0,0,0,0,1.19,0,0,0,0,0,0,0,0,0,0,1.19,0,1.19,0,-68.62,0,0,-1.19,0,-1.4161,69.81,0,-3.57,0,0,0,0,115,0,68.62,0,0,115,-1.19,0,0,0,0,0,72.19,0,0,0,0,0,0,0,-69.81,0,115,0,-4.791,68.62,1.19,1.19,1.19,0,0,0,0,0,0,-3.57,3.57,0,83.0739,0,-1.19,1.19,0,-3.57,3.57,0,0,0,0,0,0,0,-3.57,3.57,1.19,4.791,0,0,1.19,81.6578,0,68.62,0,1.19,1.19,0,0,-83.0739,1.19,0,0,0,0,0,0,0,4.791,0,69.81,71,0,1.19,115,0,0,4.791,0,1.19,71,1.19,0,1.19,4.791,0,0
"Y",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,-1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,4,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,4,0,0,1,0,0,1,0,0,0,1,0,0
"Z",315.16966485504,194.89761685504,17.58096,0,2.436,0,1.16,0,16.93696,78.759824,0,0,1.276,2.436,0,-2.05284736,-17.81296,0,1.48016,4.3812736,0,0,0,0,-4294.31596728736,12,0.7424,283.03670485504,3.77696,-1.276,0.52,297.47270485504,0.64,13.16,0,0,1.16,13.276,1.8,2.436,297.47270485504,74.982864,1.16,0.13456,13.92,0,1.276,0,-10.14304,0,-297.47270485504,311.90870485504,3.77696,3.076,0,0,0.64,0,0,0,0,4.236,0,0,297.47270485504,-14.436,1.044,3.77696,30513.2888781037,60.448,17.69696,-0.116,0,0,0,102.575088,0,80.388,0.64,1.16,1.276,0,0,0,0,0,0,0,0,0,0,0,0,3.77696,0,-5.05296,-4.81940096,-9.38304,49.7047936,82.536784,4.93696,2.436,0,11.884,52.5752832,3.77696,0,1.16,1.29,1.276,64.276,0,13.16,2.088,0,61.724,1.16,1.8,0,1.276,1.16,0,12,0,0,0,0,0,1.276,0,-10.724,15.312,63,0,-1.684,11.884,80.388,-80.388,0,81.664,79.112,1.48016,0.116,-1.276,0,298.63270485504,296.31270485504,345.068337631846,279.77574485504,5264.36255891145,298.63270485504,296.31270485504,345.068337631846,297.35670485504,297.58870485504,-34.5068337631846,297.47270485504,400.04779285504,297.47270485504,0,297.47270485504,0,-0.116,3.77696,1.276,2.96,0,1.8,1.16,-16.79216,3.87,14.436,2.2968,2.50096,-1.276,0,0,13.92,2.61696,3.77696,-0.524,16.79216,0,0,1.276,0,2.96,0,12,10.84,0,-1.16,63,0,0,2.96,0,0,10.84,0,0,0,1.8,1.16,1.16
"A1",4081.31847564466,3267.27913764466,101.523954,0,4.756,1.38,2.378,0,52.915954,293.973116,0,0,2.378,4.756,0,0,-101.523954,0,5.654884,32.193254612,0,0,0,0,-166180.300045795,37,3.28164,3938.03852164466,13.537954,-2.378,0.998,3981.17452164466,0,39.378,0,0,2.378,39.378,3.758,4.756,3979.79452164466,280.435162,2.378,0,87.986,0,2.378,0,-74.448046,0,-3979.79452164466,4021.55052164466,13.537954,6.136,0,0,0.937,0,0,0,0.69,8.071,0,0,3979.79452164466,-41.756,2.378,13.537954,2835664.82183074,121.244,101.523954,0,0,0.69,0,712.515384,0,299.628,1.38,2.378,2.378,0,0,0.69,0,0,0,0,0,0,0,0,0,13.537954,0,-15.915954,-32.193254612,-25.840046,533.097552612,307.51107,15.915954,4.756,0,37,1191.150420644,13.537954,0,2.378,0,2.378,128.378,0,39.378,7.88307,0,123.622,2.378,3.758,0,2.378,2.378,0,37,0,0,0,0,0,2.378,0,-34.622,87.986,126,0,-3.315,37,299.628,-299.628,0,302.006,297.25,5.654884,0,-2.378,0,3982.17252164466,3977.41652164466,9463.95137247101,3878.27056764466,404044.475944905,3982.17252164466,3977.41652164466,9463.95137247101,3979.79452164466,3979.79452164466,0,3979.79452164466,4692.30990564466,3978.41452164466,5492.11643986964,3979.79452164466,0,0,13.537954,2.378,5.693,0,3.758,2.378,-93.640884,1.38,41.756,8.936524,11.159954,-2.378,0,0,87.986,11.159954,13.537954,-1.38,93.640884,0,0,2.378,0,5.693,0,37,34.622,0,-2.378,126,0,0,5.693,0,0,34.622,0,0,0,3.315,2.378,2.378
"B1",-12.831797633072,2.521293366928,-19.565268,0,-1.859,0,-0.5,0,18.255632,22.031079,0,0.5,0.241,-0.339,0,12.495721148,18.243268,0.5,-0.16261,-0.27838832,0,0,0.08,0,-104.027489855844,20,0,-11.058529633072,0.275632,-0.161,0,6.072470366928,0,20,0,0,-1.01,19.151,0,-0.849,6.572470366928,21.755447,0.5,0,0,0,0.161,0,19.455532,0,-6.072470366928,23.203470366928,-0.734368,0.161,0,0.564,1.712,0,0,0,0,1.873,0,0,6.072470366928,-17.131,-0.161,0.275632,21.5644171002163,136.678,-18.904268,-1.171,20.2,0,0,3.551177,3.036235183464,22.057,0,0,0.161,0,0,0,0,0,0,0,0,0,0,0,0,1.285632,0.27838832,0.573368,0.234011568,-17.704368,4.95586336,22.306711,-0.734368,0.161,-0.85749,18.829,-5.2865941968,-0.224368,0.137816,0,0,0.161,137.161,0,17.98,0,0,136.839,-1.01,0,0,0.161,0,0,21.01,0,0,0,0,0,0.161,0,-18.829,3.05739,137,0.16261,-1.551,17.819,23.067,-21.047,1.01,22.218,21.896,-0.0805,0.161,-0.081,0.01288,5.572470366928,6.572470366928,-3.036235183464,24.976738366928,-114.795607238465,5.062470366928,7.082470366928,-6.13319507059728,5.411470366928,6.733470366928,-4.01390291253941,5.572470366928,9.623647366928,6.072470366928,0,6.072470366928,0,-0.661,0.775632,1.171,1.712,0,0,1.01,15.26502,0.5,18.141,0,1.124632,0.849,0,0,-19.1799,1.285632,0.275632,0.161,2.89478,22.27757,0,0.161,0,1.712,0,18.99,20,0,1.01,137,0,0,1.712,0,1.01,20,0,0,1.01,1.712,0,0
