V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,Label
31,6,2,2,0,16.57,1,1,0,28,4,8.72,1,-1,0,3,2
46,4,1,2,0,2.73,1,0,0,18,7,9.1,2,184,4,2,2
54,4,1,3,0,0.24,0,0,0,31,5,0.12,10,-1,0,3,1
28,9,2,1,0,6.18,1,0,0,7,8,2.81,1,-1,0,3,1
41,3,1,1,0,0.12,0,1,0,28,5,4.72,3,-1,0,3,1
50,4,1,2,0,82.05,1,0,1,25,10,2.93,3,508,1,1,1
80,5,1,0,0,9.97,0,0,0,28,4,1.51,1,91,3,2,2
31,1,2,1,0,-1.73,1,0,2,4,6,1.21,2,-1,0,3,1
41,1,1,1,0,13.84,1,0,2,15,8,11.62,4,-1,0,3,2
35,9,2,3,0,13.42,1,0,0,19,9,0.68,1,-1,0,3,1
28,1,2,0,0,6.43,1,0,2,15,8,2.97,1,-1,0,3,1
32,4,0,2,0,8.74,0,0,0,12,1,12.82,6,-1,0,3,2
55,0,1,1,0,90.39,1,0,2,15,8,1.87,6,-1,0,3,1
43,1,1,0,0,18.92,1,0,0,20,0,3.78,1,-1,0,3,1
34,4,2,2,0,98.27,1,0,0,13,1,8.71,4,-1,0,3,2
44,4,1,2,0,1.7,0,0,0,4,6,0.94,1,-1,0,3,1
37,9,0,1,0,19.81,1,0,2,9,8,1.06,1,-1,0,3,1
69,5,0,1,0,45.72,0,0,1,27,10,1.46,2,56,1,1,2
44,1,1,0,0,4.01,1,0,0,18,8,0.41,1,-1,0,3,1
47,0,1,1,0,13.58,1,0,0,14,8,0.8,4,-1,0,3,1
22,0,2,1,0,0.61,0,0,0,23,0,1.17,1,-1,0,3,1
67,5,0,1,0,7.04,0,0,0,3,9,5.37,1,-1,0,3,2
25,10,2,1,0,-2.3,1,0,0,21,5,1.13,1,-1,0,3,1
44,4,1,1,0,4.88,0,1,0,29,4,1.38,2,183,11,0,1
52,1,2,3,0,9.05,1,0,2,30,8,1.7,4,-1,0,3,1
44,7,1,1,0,1.33,0,0,0,29,4,2.02,3,-1,0,3,1
28,2,2,2,0,2.83,1,0,0,8,5,0.22,3,-1,0,3,1
59,4,1,2,0,3.32,1,1,0,30,5,0.35,2,-1,0,3,1
31,1,1,0,0,0.0,1,0,1,15,5,2.37,7,-1,0,3,1
52,0,1,1,0,4.22,0,0,2,19,6,5.59,1,-1,0,3,1
60,1,1,1,0,2.41,1,0,1,30,5,0.42,3,-1,0,3,1
37,1,1,1,0,2.36,0,0,0,25,5,4.38,6,-1,0,3,1
57,1,1,1,0,140.93,0,0,0,11,1,2.31,5,-1,0,3,1
31,8,2,2,0,3.07,0,0,0,20,9,5.97,2,-1,0,3,1
34,4,1,2,0,0.0,0,0,0,2,3,3.27,1,-1,0,3,1
27,4,2,2,1,-7.13,1,0,2,4,6,5.25,2,-1,0,3,2
32,7,2,1,0,26.15,0,0,0,19,9,8.53,1,-1,0,3,2
32,0,1,1,0,-3.7,1,0,2,27,8,0.98,1,-1,0,3,1
36,7,2,1,1,-4.55,0,0,2,27,8,1.24,1,-1,0,3,1
30,1,2,1,0,8.55,1,0,2,3,6,2.35,2,-1,0,3,1
31,7,1,1,0,0.0,1,1,0,21,5,2.7,4,-1,0,3,1
31,9,2,1,0,6.22,0,0,0,4,3,0.15,5,-1,0,3,1
57,5,1,1,0,1.56,0,1,2,4,5,1.06,2,-1,0,3,1
27,4,2,1,0,1.45,1,0,0,5,3,0.67,3,-1,0,3,1
39,9,1,1,0,0.08,0,1,0,17,9,3.33,2,96,2,0,1
31,9,2,1,0,3.91,0,0,0,13,1,3.36,2,-1,0,3,1
33,4,2,2,0,3.12,0,0,0,11,1,2.71,1,369,3,0,1
37,7,2,1,0,-1.11,1,0,0,13,8,1.47,4,-1,0,3,1
36,9,2,2,0,1.62,1,0,2,20,8,2.16,2,-1,0,3,1
60,5,1,2,0,2.25,0,0,0,19,1,0.54,2,-1,0,3,1
30,4,2,2,0,2.01,1,0,0,17,7,3.25,2,-1,0,3,2
49,0,1,1,0,0.0,1,1,2,3,6,0.5,3,-1,0,3,1
51,9,1,1,0,3.13,0,1,0,8,5,3.78,1,-1,0,3,1
41,6,1,1,0,3.23,1,0,0,17,0,9.49,2,254,6,1,2
36,9,1,1,0,6.32,1,0,0,19,1,3.06,2,-1,0,3,1
58,1,1,0,0,25.47,0,0,2,15,8,1.74,4,-1,0,3,1
46,1,0,1,0,9.31,0,1,0,20,9,0.9,2,-1,0,3,1
29,9,1,1,0,-9.1,1,0,0,21,5,2.6,1,-1,0,3,1
59,5,1,0,0,40.07,0,0,0,28,8,5.81,3,63,6,0,1
56,4,1,2,0,7.79,1,0,2,5,8,1.64,1,-1,0,3,1
36,1,2,0,0,1.09,1,0,1,12,8,2.0,2,370,2,0,1
39,7,1,2,0,0.0,0,0,0,17,0,4.86,2,-1,0,3,1
56,0,0,3,0,7.89,1,0,0,8,8,10.22,1,360,2,0,1
36,4,0,2,0,8.03,1,0,0,11,8,1.43,4,-1,0,3,1
29,0,2,1,0,5.96,1,0,0,18,8,1.72,2,346,6,0,1
53,1,1,0,0,-14.55,1,0,2,23,8,1.69,2,-1,0,3,1
26,7,2,2,0,0.0,0,1,1,1,5,2.61,4,-1,0,3,2
39,4,0,2,0,59.88,1,1,0,6,1,2.25,2,-1,0,3,1
28,9,1,2,0,1.61,1,0,0,20,0,2.68,2,-1,0,3,1
54,6,1,2,0,2.69,1,0,0,17,5,0.81,3,-1,0,3,1
42,1,2,3,0,28.35,1,0,1,13,8,0.61,4,350,1,0,1
58,1,1,1,0,10.75,1,0,0,18,8,0.42,1,-1,0,3,1
38,4,1,2,0,0.93,1,0,0,26,1,0.69,4,-1,0,3,1
50,1,1,1,0,3.72,1,0,1,11,8,0.21,1,-1,0,3,1
33,9,1,1,0,1.81,1,1,1,28,5,2.65,2,-1,0,3,1
64,5,1,1,0,20.31,0,0,0,13,9,2.02,5,-1,0,3,1
47,4,1,2,0,77.41,1,0,0,20,9,6.93,3,-1,0,3,1
43,4,0,1,0,2.29,1,1,0,13,8,1.63,1,-1,0,3,1
55,4,1,2,0,0.42,1,0,1,11,8,3.86,2,-1,0,3,1
60,1,1,1,0,1.71,1,0,2,19,8,2.19,2,-1,0,3,1
43,7,2,3,0,1.93,1,0,2,8,8,0.74,7,-1,0,3,1
45,0,1,1,0,0.0,1,0,0,8,5,3.76,1,-1,0,3,1
45,6,1,2,0,-4.97,1,1,0,15,8,2.17,1,176,1,0,1
50,1,1,0,0,1.67,0,0,0,19,9,1.89,1,-1,0,3,1
49,0,1,1,0,0.0,0,0,0,1,6,14.6,1,-1,0,3,2
50,0,1,1,0,2.38,1,0,0,12,1,2.16,5,-1,0,3,1
49,1,1,0,0,20.68,1,0,2,3,6,0.45,1,-1,0,3,1
38,0,0,2,0,0.86,1,0,2,6,8,2.18,1,-1,0,3,1
86,5,1,0,0,18.17,0,0,0,16,7,2.72,3,-1,0,3,1
59,1,1,0,0,17.23,0,0,0,10,3,0.39,3,-1,0,3,1
42,1,1,0,0,15.56,0,1,0,8,5,1.13,1,-1,0,3,1
41,4,2,2,0,1.95,0,0,2,6,6,3.41,2,-1,0,3,1
44,7,1,1,0,11.06,1,0,1,23,5,2.39,11,-1,0,3,1
59,9,1,1,0,2.01,0,0,0,5,3,0.52,1,8,7,1,1
42,2,2,3,0,0.33,0,0,2,19,6,0.25,1,-1,0,3,1
33,4,1,2,0,10.71,0,0,0,12,1,0.83,4,-1,0,3,1
41,1,2,1,0,4.28,1,0,0,12,8,0.92,1,-1,0,3,1
49,9,1,1,0,7.88,0,0,2,17,6,1.62,7,-1,0,3,1
46,4,1,2,0,0.0,0,0,0,19,1,3.28,1,-1,0,3,1
30,7,2,1,0,7.26,1,1,0,30,5,1.09,3,-1,0,3,1
53,0,1,1,0,2.25,1,0,0,20,0,3.04,1,340,1,0,1
37,4,1,2,0,19.49,1,0,0,12,8,3.28,2,-1,0,3,1
47,0,1,1,0,13.87,1,0,0,14,10,1.58,1,826,1,0,1
46,9,1,1,0,5.36,1,0,2,16,6,7.5,2,-1,0,3,2
40,1,1,1,0,6.17,1,0,0,5,8,2.57,1,-1,0,3,1
39,1,1,1,0,22.39,0,0,2,17,6,1.33,2,-1,0,3,1
41,1,1,1,0,8.49,1,1,0,12,8,1.0,4,-1,0,3,1
40,7,0,1,0,19.27,1,0,2,15,8,0.62,1,-1,0,3,1
34,9,2,2,0,-5.54,1,1,0,31,5,0.68,3,-1,0,3,1
40,9,2,2,0,2.5,1,0,0,1,0,1.07,1,-1,0,3,1
48,1,1,3,0,1.0,1,0,2,29,8,2.06,1,-1,0,3,1
27,9,2,2,0,-1.52,1,1,0,29,4,2.36,2,-1,0,3,1
34,4,2,1,0,0.66,1,0,2,9,8,0.76,2,-1,0,3,1
42,1,2,0,0,1.34,1,1,2,8,8,0.82,1,-1,0,3,1
33,7,0,1,0,11.17,0,0,0,2,6,4.17,1,-1,0,3,2
34,1,1,1,0,83.09,1,1,0,19,9,0.5,1,-1,0,3,1
41,2,1,0,0,0.0,0,0,0,3,5,4.38,2,389,1,1,2
57,3,0,0,0,2.31,1,0,2,20,8,0.26,14,-1,0,3,1
42,1,2,0,0,1.77,1,0,0,14,8,1.74,2,-1,0,3,1
66,3,1,1,0,19.29,0,0,0,2,3,1.69,1,-1,0,3,1
40,4,2,2,0,-2.22,1,0,2,5,6,2.21,1,-1,0,3,1
78,5,0,0,0,0.55,0,0,1,5,9,1.43,3,90,1,1,1
30,1,1,1,0,11.71,1,0,0,17,0,0.45,7,324,2,0,1
68,5,1,1,0,11.46,0,0,0,3,7,1.53,2,110,3,2,2
30,9,2,3,0,8.78,1,0,0,15,8,1.73,3,298,3,1,1
47,7,1,1,0,7.95,1,0,2,29,8,0.42,3,-1,0,3,1
59,5,0,1,0,6.79,0,0,0,30,5,7.61,4,-1,0,3,2
37,4,2,2,0,22.65,1,0,0,16,5,0.64,1,-1,0,3,1
27,9,2,2,0,8.08,1,0,0,15,8,5.78,1,364,1,1,1
46,9,2,1,1,-11.24,1,1,2,9,8,2.06,2,-1,0,3,1
47,1,1,1,0,12.3,1,0,1,12,9,3.78,1,-1,0,3,2
44,4,1,0,0,2.94,0,0,0,16,0,1.65,3,-1,0,3,2
27,1,1,1,0,0.01,1,0,0,17,5,2.59,1,-1,0,3,1
27,9,2,1,0,6.29,1,1,2,18,6,6.8,2,-1,0,3,1
27,0,2,1,0,-4.0,0,1,0,8,5,2.9,1,-1,0,3,1
31,0,1,1,0,3.89,1,0,0,7,2,0.69,1,185,2,0,1
33,1,2,1,0,5.5,1,0,2,9,8,0.84,1,-1,0,3,1
36,9,1,2,0,0.99,1,1,0,10,3,0.86,1,85,1,0,1
47,7,1,1,0,17.64,0,1,0,26,1,1.19,6,-1,0,3,1
30,9,2,2,0,-2.66,0,1,0,25,1,0.66,4,-1,0,3,1
49,0,1,1,0,10.47,0,0,0,8,1,1.33,4,-1,0,3,1
58,3,2,1,0,114.94,0,0,1,4,7,2.2,7,-1,0,3,1
48,1,1,1,0,0.03,0,1,0,19,1,2.89,2,-1,0,3,1
32,0,2,1,0,6.13,1,0,0,2,3,0.88,1,-1,0,3,1
35,1,1,1,0,0.04,1,1,0,16,5,1.3,6,-1,0,3,1
57,2,1,3,0,9.75,1,1,0,22,5,2.36,4,-1,0,3,1
37,1,1,1,0,5.61,1,0,0,14,8,6.32,1,339,2,0,1
47,4,1,0,1,1.45,0,1,2,1,5,1.63,1,-1,0,3,1
32,4,2,2,0,8.87,1,0,0,24,5,0.53,5,-1,0,3,1
55,9,1,1,0,0.0,0,0,2,6,8,1.6,3,-1,0,3,1
38,1,2,0,1,-1.29,1,0,0,24,5,1.38,2,-1,0,3,1
53,2,1,1,0,1.11,1,0,2,15,8,7.5,2,-1,0,3,1
56,7,2,1,0,6.99,1,0,0,20,0,1.93,1,-1,0,3,1
76,5,1,1,0,8.2,0,0,1,23,0,2.63,4,-1,0,3,2
54,1,1,0,0,9.46,0,0,0,27,1,1.16,9,-1,0,3,1
29,1,2,0,0,-0.63,1,0,2,16,8,4.1,3,-1,0,3,1
28,1,2,1,0,19.55,0,0,0,29,4,0.25,1,-1,0,3,1
31,9,2,1,0,8.63,1,0,0,3,3,1.46,1,263,5,2,1
41,4,1,2,0,4.72,1,0,0,10,5,7.83,1,-1,0,3,1
55,0,0,1,0,18.72,0,0,0,28,1,1.55,2,93,8,0,2
47,1,1,0,0,0.0,0,0,0,21,1,4.94,4,-1,0,3,1
36,1,1,1,0,0.56,0,0,2,24,6,4.81,6,-1,0,3,1
32,3,1,0,0,3.44,1,0,2,9,8,0.85,2,-1,0,3,1
42,1,1,0,0,8.75,1,0,0,17,0,4.26,5,148,1,0,1
34,4,2,2,1,6.21,0,0,0,28,1,2.05,3,-1,0,3,1
42,9,1,2,0,8.49,0,0,0,13,1,4.03,2,-1,0,3,1
30,4,2,2,0,0.59,1,1,2,8,8,2.02,1,-1,0,3,1
58,4,1,2,0,1.72,0,0,0,19,1,1.45,7,-1,0,3,1
51,7,2,1,0,5.1,0,0,1,22,5,0.68,4,-1,0,3,1
31,1,1,1,0,7.99,1,0,0,21,5,1.81,1,-1,0,3,1
37,4,1,2,0,38.41,0,0,0,11,5,0.69,2,-1,0,3,1
22,9,2,1,0,8.9,1,0,0,20,0,2.94,2,-1,0,3,1
25,8,2,1,0,18.68,0,0,0,26,10,2.59,1,103,2,1,2
34,4,2,1,0,5.24,0,0,2,13,1,0.09,1,-1,0,3,1
36,9,1,1,0,0.55,1,0,0,13,8,0.38,2,369,4,0,1
41,0,0,1,0,7.62,1,0,2,6,6,3.19,4,-1,0,3,1
39,4,2,2,0,5.95,1,0,2,13,8,4.27,1,-1,0,3,1
30,4,2,2,0,0.0,1,0,0,5,8,3.81,1,342,7,0,1
57,0,0,1,0,61.57,0,1,0,21,9,0.45,2,-1,0,3,1
43,1,2,1,0,13.06,1,0,0,16,0,2.43,1,336,1,0,1
35,9,2,1,0,5.39,1,0,2,7,8,5.2,1,-1,0,3,1
57,1,1,0,0,0.6,0,0,2,5,6,0.9,1,-1,0,3,1
53,1,1,1,0,0.0,0,0,2,6,6,6.5,1,-1,0,3,1
30,9,2,1,0,2.54,1,1,0,24,6,1.67,3,416,2,3,1
55,5,1,1,0,0.85,0,0,2,3,5,2.28,2,-1,0,3,1
25,1,1,1,0,42.8,0,1,0,8,5,1.48,2,-1,0,3,1
40,0,1,1,0,0.0,1,0,0,3,3,5.61,1,201,1,0,1
26,9,2,2,0,27.81,1,0,0,30,0,1.32,1,-1,0,3,1
32,9,2,1,0,0.39,0,0,0,26,1,1.75,11,-1,0,3,1
31,10,1,1,0,0.57,1,1,2,23,8,1.04,5,-1,0,3,1
37,1,1,0,0,17.79,1,0,2,20,6,0.34,3,-1,0,3,1
38,7,1,1,1,-2.42,1,1,2,20,8,2.36,2,-1,0,3,1
25,8,2,1,0,9.63,1,0,0,17,5,0.28,1,-1,0,3,1
40,2,1,1,0,22.52,0,0,2,12,6,1.44,1,-1,0,3,1
31,7,1,1,0,5.0,1,0,2,6,6,0.19,18,-1,0,3,1
24,1,2,3,0,0.11,1,0,2,13,8,1.09,2,-1,0,3,1
38,0,2,2,0,-8.98,1,0,0,9,0,3.45,2,323,1,0,1
23,8,2,2,0,6.91,0,0,0,27,8,11.78,1,178,6,2,2
43,4,1,2,0,117.54,0,0,0,7,1,3.52,2,-1,0,3,1
36,4,1,2,0,8.06,1,0,0,3,3,1.06,2,259,1,0,1
30,4,1,2,0,52.04,1,0,0,19,9,1.17,1,-1,0,3,1
32,0,2,1,0,21.46,1,0,2,21,8,4.22,2,-1,0,3,1
36,4,1,0,0,3.92,0,0,0,6,3,1.48,2,-1,0,3,1
36,4,1,2,0,1.7,0,0,0,7,1,4.93,2,-1,0,3,1
22,8,2,1,0,3.81,0,0,0,12,3,2.27,1,-1,0,3,2
44,7,1,0,0,11.61,1,0,2,19,8,1.1,5,-1,0,3,1
25,8,2,1,0,0.08,0,0,0,22,0,1.07,2,-1,0,3,2
41,9,0,2,0,5.33,1,0,0,14,5,2.57,4,-1,0,3,1
41,0,0,1,0,23.97,1,0,2,30,8,2.78,2,-1,0,3,1
41,1,0,1,0,0.03,1,0,0,31,5,2.28,4,-1,0,3,1
32,7,1,1,0,12.73,1,0,0,16,0,13.65,2,328,1,0,2
62,6,0,2,0,0.06,1,0,0,13,10,2.16,1,183,4,2,2
49,7,1,1,0,1.12,0,0,0,11,1,0.97,2,-1,0,3,1
26,1,2,1,0,0.02,1,0,0,7,8,2.23,1,-1,0,3,1
34,0,1,1,0,23.74,1,0,0,9,3,2.43,2,92,3,2,2
26,7,2,0,0,-0.32,1,0,0,18,8,4.86,2,336,6,1,1
38,4,1,2,0,-4.69,1,0,2,16,6,2.09,12,-1,0,3,1
49,1,1,0,1,-0.98,1,0,0,20,9,1.82,2,-1,0,3,1
21,4,2,1,0,6.91,0,0,0,13,1,2.19,1,101,2,1,1
48,9,1,1,1,0.0,0,0,2,30,8,6.82,1,-1,0,3,2
57,5,1,2,0,0.0,1,1,2,28,8,6.48,1,-1,0,3,2
59,5,1,0,0,0.0,0,0,2,16,6,0.39,1,-1,0,3,1
37,0,1,0,0,2.42,1,0,2,8,8,1.61,8,-1,0,3,1
66,3,1,0,0,12.3,0,0,0,17,2,7.26,3,-1,0,3,2
49,0,1,3,0,11.01,0,0,0,18,1,0.29,3,-1,0,3,1
36,0,1,1,0,-1.06,1,0,2,6,8,1.3,2,-1,0,3,1
35,7,1,1,0,1.81,1,0,0,31,5,0.05,3,-1,0,3,1
35,1,1,1,0,0.0,1,1,0,24,5,2.5,1,-1,0,3,1
36,4,2,2,0,15.31,1,0,0,8,8,0.81,3,170,1,0,1
40,1,1,1,0,81.5,1,0,2,15,8,3.47,1,-1,0,3,1
57,2,1,0,0,11.53,1,1,2,9,6,2.38,6,-1,0,3,1
36,11,2,3,0,10.7,0,0,2,5,6,3.46,3,-1,0,3,1
35,4,2,2,0,6.87,1,0,2,30,8,1.66,2,-1,0,3,1
34,9,1,1,0,0.65,1,0,2,8,8,0.63,3,-1,0,3,1
51,1,0,1,1,0.56,1,1,0,20,9,0.71,2,-1,0,3,1
30,4,1,2,0,18.82,1,0,0,11,1,2.49,5,-1,0,3,1
46,11,2,0,0,0.1,0,0,2,18,6,0.64,6,-1,0,3,1
37,7,2,1,0,0.62,1,0,0,28,4,2.52,2,268,2,0,1
38,9,1,1,0,0.0,1,1,0,15,5,1.46,4,-1,0,3,1
62,3,1,2,0,15.28,0,0,0,14,0,4.96,1,-1,0,3,2
34,1,0,1,0,11.25,1,1,0,19,9,1.41,2,-1,0,3,1
25,8,2,1,0,0.41,1,0,1,5,1,1.0,2,93,2,0,1
41,1,1,0,0,12.56,0,0,0,31,5,0.74,2,-1,0,3,1
56,4,1,2,0,252.9,0,0,0,31,5,0.81,12,-1,0,3,1
45,1,1,1,0,1.41,1,1,2,14,8,0.21,10,-1,0,3,1
31,7,2,1,0,20.38,1,0,0,18,9,2.39,1,182,1,0,1
41,4,1,2,0,3.28,1,0,0,29,5,0.65,12,-1,0,3,1
36,4,2,1,0,15.11,1,0,0,16,9,2.7,1,-1,0,3,2
45,7,0,1,0,3.43,1,0,0,5,8,3.01,2,-1,0,3,1
29,4,1,2,0,1.98,1,0,0,3,1,11.79,1,-1,0,3,1
38,10,2,1,0,28.76,0,0,0,2,3,2.45,2,-1,0,3,1
28,7,1,1,0,0.04,1,0,2,2,11,0.1,1,-1,0,3,1
31,1,1,1,0,3.69,1,1,2,14,8,0.89,2,-1,0,3,1
59,5,0,0,0,-1.38,1,1,2,8,8,0.89,4,-1,0,3,1
31,7,2,1,0,2.22,1,0,0,13,8,1.68,2,-1,0,3,1
33,0,1,1,0,6.16,0,0,2,6,11,0.35,1,-1,0,3,1
48,4,1,2,0,24.98,0,0,0,14,1,0.98,2,-1,0,3,1
48,7,1,1,0,28.77,1,0,2,3,6,1.57,1,-1,0,3,1
53,7,1,1,1,22.62,0,0,0,28,1,1.16,8,-1,0,3,1
28,9,2,2,0,1.72,1,1,0,2,3,1.94,2,-1,0,3,1
46,2,1,1,0,0.04,1,1,2,27,6,2.16,1,-1,0,3,1
34,9,1,1,0,15.53,0,0,0,20,1,2.0,2,-1,0,3,1
27,0,2,1,0,2.55,0,0,0,12,3,1.23,1,182,4,2,1
30,6,1,2,0,19.3,0,0,0,20,9,0.8,1,-1,0,3,1
40,9,1,1,0,1.92,1,1,0,15,8,0.16,8,351,5,0,1
27,9,2,1,0,0.78,1,1,0,18,8,0.05,2,-1,0,3,1
26,9,1,2,0,-4.88,1,0,2,3,6,3.2,1,-1,0,3,1
39,1,1,0,0,3.85,1,0,2,16,8,2.25,4,-1,0,3,1
41,9,1,1,0,6.4,0,0,0,28,5,1.69,6,-1,0,3,1
39,9,1,1,0,73.13,1,0,2,20,8,0.99,1,-1,0,3,1
59,0,1,1,0,13.65,0,0,2,19,6,3.27,1,-1,0,3,1
34,9,1,1,0,16.41,1,0,0,17,0,3.8,1,-1,0,3,1
65,10,1,1,0,31.95,0,0,1,2,7,9.04,1,-1,0,3,2
39,0,1,0,0,5.1,1,0,0,17,0,1.55,1,-1,0,3,1
34,9,1,1,0,0.19,1,0,2,5,8,3.62,4,-1,0,3,1
45,4,2,2,0,2.07,0,0,0,21,9,2.3,3,-1,0,3,1
44,2,1,1,0,0.93,0,0,0,7,5,1.25,2,-1,0,3,1
35,2,1,2,0,27.23,1,1,0,8,1,2.75,4,-1,0,3,1
42,9,1,1,0,7.69,0,0,2,5,6,0.9,1,-1,0,3,1
35,9,1,1,0,0.55,1,0,2,9,8,0.79,4,-1,0,3,1
34,4,1,2,0,5.19,0,0,0,11,1,0.57,3,-1,0,3,1
59,4,1,2,0,2.87,1,0,0,20,0,8.18,2,242,8,0,1
29,2,1,1,1,-3.88,1,0,0,18,5,4.11,3,-1,0,3,1
46,1,1,0,0,1.01,1,0,0,11,8,4.22,1,364,5,2,1
59,2,1,0,0,0.0,0,0,2,19,6,2.39,1,-1,0,3,1
60,5,1,1,0,25.86,0,0,2,6,6,1.5,4,-1,0,3,1
57,5,1,2,0,12.69,0,0,0,31,1,11.2,1,-1,0,3,2
43,1,1,0,0,73.43,1,0,2,2,6,2.17,4,-1,0,3,1
42,1,0,1,0,1.98,0,0,0,15,8,1.33,1,-1,0,3,1
53,5,0,0,0,29.97,0,0,2,9,6,1.62,1,-1,0,3,1
48,4,1,2,0,-0.1,0,0,0,4,6,1.44,1,-1,0,3,1
51,9,1,1,0,2.19,0,0,1,18,1,0.63,2,-1,0,3,1
26,7,2,1,1,-1.62,1,0,0,15,8,0.44,2,-1,0,3,1
42,7,1,1,0,15.45,1,0,0,17,0,4.26,3,323,3,0,1
41,0,1,2,0,1.08,1,0,0,2,3,2.1,1,-1,0,3,1
60,0,0,1,0,45.19,0,0,0,2,3,1.52,1,-1,0,3,1
40,7,1,0,0,1.7,1,1,0,8,8,3.61,3,-1,0,3,1
56,9,1,1,0,0.28,1,0,2,15,8,2.36,1,-1,0,3,1
31,9,1,1,0,3.18,0,0,0,2,2,3.1,1,-1,0,3,2
42,1,1,3,0,-4.06,1,0,0,30,5,1.52,5,-1,0,3,1
30,7,2,1,0,-2.71,1,0,0,7,8,6.09,1,337,1,2,2
52,7,1,3,0,4.82,1,1,0,28,5,0.83,7,-1,0,3,1
27,9,1,1,0,2.67,1,0,0,18,8,1.66,4,-1,0,3,1
57,5,1,1,0,4.27,0,0,0,29,4,2.46,1,-1,0,3,1
35,9,1,1,0,2.94,1,0,0,2,11,0.97,6,79,11,0,1
44,9,0,1,0,0.0,1,0,0,7,5,8.35,4,-1,0,3,1
23,7,2,1,0,4.88,0,0,0,30,7,2.36,1,92,2,1,2
29,0,2,1,0,2.65,1,0,0,25,8,3.04,1,-1,0,3,1
51,10,1,2,0,16.34,1,0,0,22,5,1.68,4,-1,0,3,1
42,7,1,3,0,1.77,0,0,1,28,4,2.58,4,-1,0,3,1
31,0,2,1,0,12.01,0,0,0,6,3,2.7,5,-1,0,3,1
29,9,2,1,0,16.12,1,0,2,26,8,3.75,2,-1,0,3,1
27,4,2,2,0,7.03,1,0,2,5,6,5.9,3,-1,0,3,2
42,4,1,2,0,0.0,0,0,0,13,1,3.25,2,-1,0,3,1
49,9,1,1,0,6.26,1,0,0,25,1,0.9,4,-1,0,3,1
45,2,1,2,0,201.38,1,0,0,20,9,8.71,5,-1,0,3,2
38,7,0,1,0,85.54,1,0,0,21,9,0.29,2,176,4,1,1
52,7,1,1,0,9.61,0,1,0,18,3,2.22,1,553,4,0,2
30,2,1,1,0,3.92,1,0,0,6,8,1.24,1,167,3,0,1
38,0,1,1,0,31.9,1,0,2,20,6,0.2,2,-1,0,3,1
45,7,1,3,0,3.18,0,0,0,16,5,0.63,2,-1,0,3,1
42,7,1,1,0,-0.01,1,0,0,8,5,0.38,2,-1,0,3,1
55,11,1,3,0,6.66,0,0,2,15,8,0.73,5,-1,0,3,1
70,5,1,1,0,11.64,0,0,1,10,9,2.08,2,-1,0,3,1
49,7,1,1,0,3.2,0,0,1,9,3,19.71,4,-1,0,3,2
30,9,2,1,0,-1.09,1,0,0,15,8,0.73,2,297,2,1,1
58,7,1,1,0,0.74,0,0,0,29,1,1.05,2,-1,0,3,1
47,4,0,2,0,120.26,1,0,1,27,10,2.51,1,-1,0,3,2
41,9,1,1,0,4.17,0,0,0,27,1,0.77,3,-1,0,3,1
43,4,1,1,0,-0.26,1,0,2,16,8,3.43,1,-1,0,3,1
28,8,2,2,0,0.0,0,0,0,28,11,2.94,2,105,7,1,2
35,0,1,1,0,-0.85,0,0,0,2,7,1.36,6,-1,0,3,1
38,1,1,1,0,28.36,0,0,2,6,6,1.16,3,-1,0,3,1
28,4,2,1,0,-9.94,1,1,0,18,5,1.74,2,-1,0,3,1
47,1,1,0,0,6.67,0,0,2,16,6,0.54,1,-1,0,3,1
30,1,2,1,0,23.8,0,0,0,21,9,0.95,3,-1,0,3,1
33,1,2,1,0,44.04,1,0,0,20,9,7.66,3,-1,0,3,1
40,0,0,1,0,-6.07,1,0,0,8,8,3.28,2,353,2,0,1
60,5,1,0,0,77.91,0,0,1,30,0,1.41,1,-1,0,3,1
34,1,2,1,0,37.73,1,0,2,21,8,2.87,1,-1,0,3,1
34,9,2,1,0,18.66,0,0,0,4,9,0.95,1,-1,0,3,1
30,6,1,1,0,0.57,0,1,0,8,5,0.55,2,-1,0,3,1
42,0,0,1,0,0.23,0,1,2,27,6,3.97,1,-1,0,3,1
39,9,1,1,0,71.37,1,0,2,27,8,1.51,7,-1,0,3,1
37,9,0,1,0,30.68,1,1,0,20,9,3.7,2,195,1,1,2
52,3,1,2,0,0.51,0,0,2,3,5,0.88,1,-1,0,3,1
31,4,1,2,0,12.6,0,1,2,21,8,0.93,1,-1,0,3,1
34,7,2,2,0,3.71,0,0,2,20,8,0.77,1,-1,0,3,1
38,4,1,2,0,14.77,0,0,0,15,11,3.85,3,769,2,0,2
43,9,1,1,0,9.94,1,1,0,5,8,0.51,1,-1,0,3,1
29,9,2,2,0,8.28,1,0,0,16,0,2.15,3,321,3,1,1
37,2,2,1,0,6.54,0,0,2,19,8,5.94,2,-1,0,3,1
32,4,0,2,0,5.3,1,0,0,24,11,0.91,1,114,2,0,1
66,5,1,2,0,9.08,0,0,0,28,4,1.56,2,-1,0,3,1
38,0,1,0,0,14.87,0,0,2,9,6,3.32,2,-1,0,3,1
49,11,1,1,0,0.0,0,0,0,28,1,1.73,2,-1,0,3,1
37,7,1,1,0,14.83,0,0,2,20,6,0.32,9,-1,0,3,1
40,6,0,1,0,1.72,0,0,0,29,4,4.21,1,-1,0,3,1
