SAFE165,SAFE4,SAFE90,SAFE11,SAFE10,SAFE1,SAFE23,SAFE7,SAFE5,SAFE30,SAFE9,SAFE15,SAFE33,SAFE2,SAFE89,SAFE13,SAFE17,SAFE3,SAFE134,SAFE141,SAFE29,SAFE16,SAFE27,SAFE19,SAFE21,SAFE24,SAFE14,SAFE64,SAFE44,SAFE12,SAFE100,SAFE38,SAFE86,SAFE35,SAFE101,SAFE102,SAFE103,SAFE104,SAFE105,SAFE106,SAFE107,SAFE108,SAFE109,SAFE110,SAFE111,SAFE112,SAFE113,SAFE114,SAFE115,SAFE116,SAFE117,SAFE118,SAFE119,SAFE120,SAFE121,SAFE122,SAFE123,SAFE124,SAFE125,SAFE126,SAFE127,SAFE128,SAFE129,SAFE130,SAFE131,SAFE132,SAFE133,SAFE135,SAFE136,SAFE137,SAFE138,SAFE139,SAFE140,SAFE142,SAFE143,SAFE144,SAFE145,SAFE146,SAFE147,SAFE148,SAFE149,SAFE150,SAFE151,SAFE152,SAFE153,SAFE154,SAFE155,SAFE156,SAFE157,SAFE158,SAFE160,SAFE161,SAFE162,SAFE163,SAFE164,SAFE166,SAFE167,SAFE168,SAFE18,SAFE20,SAFE22,SAFE25,SAFE26,SAFE28,SAFE31,SAFE32,SAFE34,SAFE36,SAFE37,SAFE39,SAFE40,SAFE41,SAFE42,SAFE43,SAFE45,SAFE46,SAFE47,SAFE48,SAFE49,SAFE50,SAFE51,SAFE52,SAFE53,SAFE54,SAFE55,SAFE56,SAFE57,SAFE58,SAFE59,SAFE6,SAFE60,SAFE61,SAFE62,SAFE63,SAFE65,SAFE66,SAFE67,SAFE68,SAFE69,SAFE70,SAFE71,SAFE72,SAFE73,SAFE74,SAFE75,SAFE76,SAFE77,SAFE78,SAFE79,SAFE8,SAFE80,SAFE81,SAFE82,SAFE83,SAFE84,SAFE85,SAFE87,SAFE88,SAFE91,SAFE92,SAFE93,SAFE94,SAFE95,SAFE96,SAFE97,SAFE98,SAFE99,COM1ACT0ESS,CIRCULARITY,DISTA0CE CIRCULARITY,RADIUS RATIO,1R.AXIS AS1ECT RATIO,MAX.LE0GTH AS1ECT RATIO,SCATTER RATIO,ELO0GATED0ESS,1R.AXIS RECTA0GULARITY,MAX.LE0GTH RECTA0GULARITY,SCALED VARIA0CE_MAJOR,SCALED VARIA0CE_MI0OR,SCALED RADIUS OF GYRATIO0,SKEW0ESS ABOUT_MAJOR,SKEW0ESS ABOUT_MI0OR,KURTOSIS ABOUT_MAJOR,KURTOSIS ABOUT_MI0OR,HOLLOWS RATIO,Label
892301872,517,63,68,-123,428,89,67,29,7,1614,-50,1220,4417336,59,190,801,349888,146828,,148,141,3852,132,67743,297,33,634172,-143,109431,202,-1473,774,4154920,184,16,-339,42,24,20,2254,898029,1318,414117,5589,2115,6690924,-1860,-213651,1687,-1787,-86850,1805,-1669,1869,-1605,229284,1776,1698,1674,1939,-1535,350874,2131,-1097,834438,801,712,144,121552,-334,4417853,4416819,2131,1097,834438,4417468,-4417204,583088352,4417286,4417386,-220866800,4417404,4417268,300378848,4417764,4416908,1890619808,4767224,-4067448,1682,1546,109752,4417538,4417134,4154870,4154970,-207746000,118116,202,98,77,40044,21868,-80700,234,1800,2,1755,227574,1318,284,414117,425,22385,21351,11305756,2131,-1097,834438,22058,21678,22009,21727,3083388,21818,-21918,-1093400,1755,193,-1473,227574,21897,21839,21884,21852,21935,21801,1465156,22070,21666,-14200,38092,284,233,1564,-1664,361,-207,38,351,217,19028,1737,80,176,169,39,86,9,437,-419,47,342,531,1188,95,86,38,89,176,59,9,169,39,20,132,190,428,148,67,7,33,193,202,0
1593268560,708,22,75,-147,607,101,65,41,2,1965,-53,1404,7810140,64,214,1111,497705,285324,,204,169,6677,158,69696,44,4,1569685,-234,46464,203,-1796,1166,8192990,181,13,-506,15,-7,23,2820,1495296,1819,786588,8789,4565,14101824,-2259,-310464,2059,-2165,-111936,2187,-2037,2270,-1954,333696,2145,2079,2090,2316,-1908,430848,2673,-1257,1391220,1111,1010,204,244621,-456,7810848,7809432,2673,1257,1391220,7810298,-7809982,1234002120,7810087,7810193,-413937420,7810215,7810065,585760500,7810747,7809533,,8307845,-7312435,2040,1890,147375,7810344,7809936,8192937,8193043,-434228470,158400,204,112,95,68107,38285,-104145,350,2134,9,2134,332085,1819,403,786588,572,38993,37577,27105780,2673,-1257,1391220,38499,38071,38454,38116,6470165,38232,-38338,-2029105,2134,192,-1796,332085,38326,38244,38298,38272,38350,38220,2488525,38489,38081,-21359,61307,403,305,1912,-2018,498,-308,52,468,338,26195,2112,90,213,201,33,106,11,618,-596,63,572,704,1738,117,106,52,101,213,64,11,201,33,23,158,214,607,204,65,2,4,192,204,0
1260044800,440,10,70,-145,355,85,75,37,1,1705,-50,1410,6428800,60,179,850,360800,180400,,186,165,3550,155,79550,50,5,1213600,-245,18500,195,-1540,900,5871200,175,11,-270,15,-5,19,2290,814000,1290,374000,5400,1700,6567500,-1995,-268250,1800,-1900,-92500,1920,-1780,2005,-1695,286750,1893,1807,1840,2046,-1654,362600,2145,-1265,750200,850,765,-55,145550,-460,6429240,6428360,2145,1265,750200,6428955,-6428645,996464000,6428750,6428850,-321440000,6428870,6428730,450016000,6429155,6428445,,6789600,-6068000,1775,1635,119350,6428996,6428604,5871150,5871250,-293560000,129500,196,95,80,67650,32800,-85250,360,1860,9,1870,281325,1290,410,374000,575,33240,32360,14432000,2145,-1265,750200,32979,32621,32965,32635,5412000,32750,-32850,-1640000,1870,185,-1540,281325,32837,32763,32811,32789,32875,32725,2460000,32996,32604,-20500,30175,410,30,1655,-1755,490,-330,47,485,335,30750,1850,75,149,155,43,90,10,365,-345,57,470,600,1550,100,90,47,85,149,60,10,155,43,19,155,179,355,186,75,1,5,185,196,0
782174250,514,81,64,-121,430,84,69,29,9,1589,-46,1196,4011150,55,196,756,370260,124388,2061731100,155,139,3870,130,66690,135,15,596530,-103,138510,199,-1450,846,4031720,181,18,-346,24,6,20,2224,878940,1270,388584,5580,2160,6617700,-1831,-206910,1664,-1756,-78660,1774,-1646,1840,-1580,222300,1749,1671,1629,1905,-1515,333450,2103,-1075,816746,756,672,188,104060,-288,4011664,4010636,2103,1075,816746,4011280,-4011020,521449500,4011104,4011196,-184512900,4011214,4011086,256713600,4011580,4010720,1724794500,4381410,-3640890,1653,1525,101696,4011345,4010955,4031674,4031766,-185459120,109440,195,93,85,33638,20570,-73094,196,1791,0,1728,220871,1270,242,388584,381,21084,20056,10572980,2103,-1075,816746,20766,20374,20709,20431,2859230,20524,-20616,-946220,1728,190,-1450,220871,20599,20541,20588,20552,20639,20501,1419330,20765,20375,-11132,36120,242,272,1543,-1635,327,-157,38,311,173,16698,1710,75,158,169,39,94,9,439,-421,47,342,495,1170,103,94,38,84,158,55,9,169,39,20,130,196,430,155,69,9,15,190,195,0
292055360,414,21,71,-131,341,73,73,34,3,1199,-57,916,1505440,64,175,511,77600,40158,623252160,152,145,2387,138,58520,56,8,263840,48,27930,197,-1054,609,1358000,183,10,-268,15,1,19,1744,550620,925,211554,3717,1057,3174710,-1461,-174230,1273,-1387,-75810,1401,-1259,1468,-1192,183540,1374,1286,1309,1524,-1136,258020,1613,-785,496386,511,438,244,33077,-154,1505854,1505026,1613,785,496386,1505578,-1505302,207750720,1505383,1505497,-85810080,1505511,1505369,106886240,1505781,1505099,513355040,1583040,-1427840,1270,1128,85129,1505634,1505246,1357943,1358057,-77406000,94430,194,80,80,14065,7760,-68343,40,1351,4,1344,173855,925,97,211554,242,8174,7346,3212640,1613,-785,496386,7935,7585,7905,7615,1125200,7703,-7817,-442320,1344,190,-1054,173855,7794,7726,7770,7750,7833,7687,566480,7954,7566,-5529,24893,97,317,1142,-1256,177,-17,41,170,24,7081,1330,66,158,151,44,87,7,348,-334,48,287,448,966,94,87,41,73,158,64,7,151,44,19,138,175,341,152,73,3,8,190,194,1
-355657575,441,15,73,-119,371,70,71,30,3,891,-63,569,-1734915,68,184,350,-67704,-40131,-765097515,117,129,1855,124,41410,110,22,-253890,220,15150,207,-762,490,-1557192,197,8,-301,27,17,19,1451,445410,791,154350,2865,845,1873550,-1129,-120190,947,-1073,-63630,1083,-937,1134,-886,125240,1051,969,995,1215,-805,207050,1332,-450,392931,350,280,462,-33761,28,-1734474,-1735356,1332,450,392931,-1734791,1735039,-215129460,-1734978,-1734852,109299645,-1734842,-1734988,-126648795,-1734544,-1735286,-643653465,-1802619,1667211,964,818,65043,-1734710,-1735120,-1557255,-1557129,98103096,73730,205,75,93,-11739,-8463,-56133,-154,1025,2,1020,114939,791,-91,154350,38,-8022,-8904,-3732183,1332,-450,392931,-8279,-8647,-8334,-8592,-1091727,-8526,8400,533169,1020,202,-762,114939,-8433,-8493,-8455,-8471,-8392,-8534,-600873,-8258,-8668,5733,25970,-91,532,828,-954,2,184,35,-20,-162,-6461,1010,65,182,155,41,98,5,376,-366,40,175,340,620,103,98,35,70,182,68,5,155,41,19,124,184,371,117,71,3,22,202,205,1
-633778550,939,42,64,-157,833,106,81,47,6,1138,-50,356,-3425830,57,256,742,-240734,-184983,,253,171,5831,164,36260,98,14,-870346,368,54390,192,-967,707,-4740608,178,13,-727,21,7,26,2234,1216005,1681,696738,7126,4536,7551145,-1452,-203315,1245,-1345,-64750,1359,-1231,1459,-1131,212380,1323,1267,1253,1480,-1110,239575,2077,-199,1068582,742,636,1030,-164101,147,-3424891,-3426769,2077,199,1068582,-3425666,3425994,-561836120,-3425880,-3425780,171291500,-3425766,-3425894,-219253120,-3424997,-3426663,,-3666564,3185096,1202,1074,72832,-3425645,-3426015,-4740658,-4740558,237030400,82880,185,113,94,-33687,-18518,-56900,-247,1337,1,1309,194598,1681,-197,696738,-26,-17579,-19457,-17388402,2077,-199,1068582,-18262,-18774,-18347,-18689,-3166578,-18568,18468,925900,1309,185,-967,194598,-18471,-18565,-18505,-18531,-18437,-18599,-1499958,-18333,-18703,9850,88298,-197,1136,1088,-1188,-103,291,54,-116,-278,-15957,1295,99,188,236,28,101,7,840,-826,61,378,399,1148,108,101,54,106,188,57,7,236,28,26,164,256,833,253,81,6,14,185,185,1
864354048,653,27,75,-134,552,101,73,36,3,1567,-57,1048,4387584,66,218,909,267264,167168,,195,152,4968,143,57834,171,19,801792,-104,45927,198,-1415,864,4855296,180,12,-451,28,10,22,2354,1110753,1562,593577,6669,3267,8450568,-1835,-227934,1644,-1758,-96957,1776,-1626,1844,-1558,243243,1735,1667,1674,1898,-1504,335097,2220,-914,1023251,909,808,296,141312,-313,4388237,4386931,2220,914,1023251,4387727,-4387441,627424512,4387527,4387641,-250092288,4387659,4387509,329068800,4388136,4387032,,4654848,-4120320,1642,1492,117525,4387781,4387387,4855239,4855353,-276751872,127575,197,110,87,38912,22272,-89319,199,1728,6,1719,238184,1562,256,593577,408,22925,21619,14543616,2220,-914,1023251,22490,22054,22424,22120,3385344,22215,-22329,-1269504,1719,189,-1415,238184,22308,22236,22284,22260,22345,22199,1625856,22469,22075,-14592,55752,256,397,1510,-1624,343,-169,45,329,183,18688,1701,92,201,192,34,96,9,561,-543,54,405,594,1287,105,96,45,101,201,66,9,192,34,22,143,218,552,195,73,3,19,189,197,0
204994674,452,77,66,-139,379,73,65,38,11,1226,-52,913,1019874,59,182,511,91332,26668,460983048,188,153,2653,146,57330,105,15,192812,94,105105,202,-1073,651,923468,188,18,-306,22,8,20,1817,616980,963,230972,4018,1288,3621345,-1504,-189735,1313,-1417,-70980,1431,-1299,1511,-1219,199290,1407,1323,1288,1566,-1164,274365,1678,-774,554152,511,438,320,22361,-111,1020326,1019422,1678,774,554152,1020020,-1019728,148901604,1019822,1019926,-53033448,1019940,1019808,67311684,1020253,1019495,386532246,1111206,-928542,1292,1160,80916,1020075,1019673,923416,923520,-48020336,90090,201,80,86,9027,5074,-63752,7,1442,-4,1379,187578,963,59,230972,212,5526,4622,2293448,1678,-774,554152,5256,4892,5227,4921,776322,5022,-5126,-263848,1379,195,-1073,187578,5112,5036,5092,5056,5139,5009,329810,5275,4873,-3068,27667,59,393,1174,-1278,145,27,45,124,-6,3835,1365,66,164,159,42,93,7,386,-372,52,315,413,1022,100,93,45,73,164,59,7,159,42,20,146,182,379,188,65,11,15,195,201,0
1287682620,430,80,68,-134,345,85,72,32,8,1736,-48,1440,6536460,58,173,850,597240,180600,,161,154,3450,144,82280,130,13,1061760,-266,149600,197,-1582,890,5740140,177,18,-260,23,3,19,2300,804100,1280,365500,5320,1580,6451500,-2004,-250580,1822,-1918,-89760,1938,-1802,2014,-1726,269280,1914,1826,1790,2067,-1673,368390,2166,-1306,746480,850,765,-75,144900,-468,6536890,6536030,2166,1306,746480,6536604,-6536316,941250240,6536412,6536508,-313750080,6536528,6536392,444479280,6536805,6536115,,7133700,-5939220,1804,1668,118048,6536657,6536263,5740092,5740188,-275526720,127160,197,95,79,64680,33180,-83328,372,1950,2,1890,267344,1280,420,365500,574,33610,32750,14267400,2166,-1306,746480,33353,33007,33334,33026,5109720,33132,-33228,-1592640,1890,187,-1582,267344,33212,33148,33198,33162,33252,33108,2388960,33377,32983,-20160,29325,420,10,1688,-1784,499,-341,42,492,348,30240,1870,75,144,152,44,89,10,355,-335,52,420,580,1440,99,89,42,85,144,58,10,152,44,19,144,173,345,161,72,8,13,187,197,0
358128768,311,56,56,-138,249,62,78,33,8,1150,-42,977,1946352,49,160,434,158670,38253,605315472,156,152,1743,145,66976,42,6,349074,29,72128,191,-998,651,1692480,177,15,-187,13,-1,18,1599,400568,745,134974,3031,455,2244984,-1426,-177744,1246,-1330,-54096,1344,-1232,1433,-1143,186760,1340,1236,1232,1472,-1104,236992,1461,-839,357650,434,372,126,30627,-165,1946663,1946041,1461,839,357650,1946497,-1946207,282221040,1946310,1946394,-81746784,1946408,1946296,108995712,1946601,1946103,484641648,2105022,-1787682,1206,1094,64400,1946536,1946168,1692438,1692522,-71084160,72128,184,69,86,18696,10578,-48300,81,1344,-1,1302,174800,745,123,134974,275,10889,10267,3289758,1461,-839,357650,10738,10418,10730,10426,1607856,10536,-10620,-444276,1302,184,-998,174800,10611,10545,10593,10563,10656,10500,825084,10762,10394,-5166,15438,123,188,1108,-1192,209,-37,40,201,45,9594,1288,55,117,131,52,93,7,256,-242,47,280,343,1015,100,93,40,62,117,49,7,131,52,18,145,160,249,156,78,8,6,184,184,0
150000760,499,91,78,-143,422,77,69,39,13,1257,-64,901,738920,71,184,539,72800,19960,368721080,180,157,2954,150,54600,63,9,141960,117,127400,207,-1100,686,669760,193,20,-345,16,2,20,1899,698600,1038,268961,4354,1554,4135600,-1543,-200200,1336,-1464,-89600,1478,-1322,1550,-1250,210000,1439,1361,1309,1603,-1197,284200,1756,-758,627243,539,462,382,16880,-104,739419,738421,1756,758,627243,739070,-738770,110838000,738856,738984,-47290880,738998,738842,57635760,739342,738498,311824240,811720,-666120,1335,1179,98046,739123,738717,669696,669824,-42864640,109200,203,84,91,6280,3640,-80448,-24,1491,-6,1414,197349,1038,40,268961,197,4139,3141,1816360,1756,-758,627243,3824,3456,3797,3483,571480,3576,-3704,-232960,1414,200,-1100,197349,3679,3601,3660,3620,3709,3571,251160,3843,3437,-2560,32494,40,459,1193,-1321,131,51,46,109,-29,2760,1400,70,199,166,39,98,7,429,-415,53,322,497,1050,105,98,46,77,199,71,7,166,39,20,150,184,422,180,69,13,9,200,203,1
1053082215,430,36,67,-146,345,85,73,38,4,1528,-49,1244,5345595,58,175,765,352755,144050,,184,164,3105,155,73656,18,2,1031130,-171,60264,195,-1364,810,4748625,177,13,-260,11,-7,19,2104,719820,1195,328950,4779,1431,5197770,-1820,-244404,1625,-1723,-82026,1741,-1607,1829,-1519,259470,1718,1630,1638,1871,-1477,329778,1958,-1098,657040,765,680,10,115575,-384,5346025,5345165,1958,1098,657040,5345750,-5345440,828567225,5345546,5345644,-261934155,5345662,5345528,358154865,5345940,5345250,1844230275,5698350,-4992840,1595,1461,102376,5345792,5345398,4748576,4748674,-232682625,112158,197,94,81,54940,27135,-74872,286,1710,5,1692,250592,1195,335,328950,499,27565,26705,11668050,1958,-1098,657040,27310,26960,27299,26971,4450140,27086,-27184,-1329615,1692,186,-1364,250592,27173,27097,27148,27122,27208,27062,1980855,27332,26938,-16415,29325,335,95,1479,-1577,416,-254,47,408,262,24455,1674,76,145,152,44,90,9,354,-336,56,423,522,1395,99,90,47,85,145,58,9,152,44,19,155,175,345,184,73,4,2,186,197,0
1207827612,396,45,72,-139,316,80,64,36,5,1652,-54,1395,5834916,63,161,720,394632,128304,,161,157,2844,148,82386,90,10,1014768,-167,80595,208,-1495,864,4538268,190,14,-236,19,1,19,2187,709236,1116,285120,4635,1053,5093604,-1930,-248949,1737,-1845,-96714,1863,-1719,1939,-1643,265068,1837,1745,1746,1998,-1584,370737,2048,-1256,654192,720,640,-8,102384,-378,5835312,5834520,2048,1256,654192,5835064,-5834768,863567568,5834862,5834970,-315085464,5834988,5834844,420113952,5835232,5834600,1843833456,6229548,-5440284,1724,1580,118944,5835123,5834709,4538214,4538322,-245066472,128952,207,89,87,50868,28188,-89208,270,1836,4,1809,259364,1116,324,285120,481,28584,27792,11162448,2048,-1256,654192,28349,28027,28345,28031,4425516,28134,-28242,-1522152,1809,199,-1495,259364,28224,28152,28202,28174,28252,28124,1804032,28395,27981,-17496,25280,324,72,1598,-1706,411,-237,45,388,260,20736,1791,71,162,146,46,96,9,325,-307,54,405,567,1332,105,96,45,80,162,63,9,146,46,19,148,161,316,161,64,5,10,199,207,0
736733508,427,32,65,-120,349,78,60,28,4,1504,-49,1197,3491628,57,169,624,198576,84119,1490925156,124,136,2792,128,69832,152,19,463344,-61,51968,211,-1368,736,2796612,195,12,-271,27,11,19,2051,693448,1051,266448,4416,1168,4534208,-1744,-194880,1575,-1673,-79576,1689,-1559,1752,-1496,207872,1667,1581,1592,1835,-1413,342664,1931,-1077,642208,624,546,152,68753,-246,3492055,3491201,1931,1077,642208,3491756,-3491500,446928384,3491579,3491677,-171089772,3491693,3491563,226955820,3491977,3491279,1218578172,3690204,-3293052,1569,1439,97760,3491839,3491417,2796563,2796661,-137033988,105560,211,86,84,26792,16548,-73696,148,1656,4,1640,204544,1051,197,266448,333,16975,16121,7065996,1931,-1077,642208,16717,16379,16684,16412,2250528,16499,-16597,-810852,1640,203,-1368,204544,16576,16520,16560,16536,16608,16488,992880,16759,16337,-9653,27222,197,230,1455,-1553,281,-113,36,257,137,11820,1624,70,165,153,43,92,8,357,-341,44,288,456,1024,100,92,36,78,165,57,8,153,43,19,128,169,349,124,60,4,19,203,211,0
746789498,355,72,72,-136,283,72,65,36,9,1432,-56,1213,3678766,64,159,576,308074,78455,1305961930,171,152,2264,144,75264,32,4,652392,-69,112896,204,-1280,720,2881398,188,17,-211,12,-4,18,1923,556640,931,204480,3832,696,3549952,-1704,-213248,1512,-1624,-87808,1640,-1496,1712,-1424,225792,1616,1520,1496,1771,-1365,318304,1787,-1077,508360,576,504,62,62543,-277,3679121,3678411,1787,1077,508360,3678910,-3678622,529742304,3678710,3678822,-206010896,3678838,3678694,264871152,3679049,3678483,1041090778,3986840,-3370692,1504,1360,103104,3678969,3678563,2881342,2881454,-161358288,112896,203,80,82,33592,18122,-80192,165,1640,-1,1584,217664,931,221,204480,373,18477,17767,6433310,1787,-1077,508360,18281,17963,18274,17970,2754544,18066,-18178,-1014832,1584,196,-1280,217664,18158,18086,18139,18105,18187,18057,1177930,18325,17919,-12376,20376,221,134,1376,-1488,303,-139,44,286,156,14365,1568,64,157,137,48,90,8,291,-275,52,352,512,1152,98,90,44,72,157,64,8,137,48,18,144,159,283,171,65,9,4,196,203,0
7060200,472,12,75,-124,393,79,66,32,2,1064,-63,716,34440,69,178,474,1344,944,16255680,133,136,2358,130,47520,84,14,5376,134,14256,204,-928,540,29904,192,8,-314,20,8,20,1660,560736,946,223728,3546,1170,2801304,-1312,-147312,1125,-1251,-74844,1263,-1113,1318,-1058,154440,1228,1148,1176,1393,-983,243540,1536,-592,502208,474,395,391,786,-65,34912,33968,1536,592,502208,34570,-34310,4477200,34377,34503,-2169720,34515,34365,2583000,34833,34047,13534920,35784,-33096,1139,989,79800,34645,34235,29841,29967,-1883952,89100,205,85,84,272,168,-67032,-61,1200,4,1200,144704,946,2,223728,138,640,-304,79296,1536,-592,502208,346,-10,304,32,22848,105,-231,-10584,1200,198,-928,144704,200,136,176,160,234,102,11088,373,-37,-126,31047,2,470,1001,-1127,86,82,38,68,-64,132,1188,73,185,160,40,90,6,399,-387,44,228,414,780,96,90,38,79,185,69,6,160,40,20,130,178,393,133,66,2,14,198,205,1
1194724426,452,22,71,-148,374,78,75,37,2,1876,-49,1572,6190282,60,172,858,416962,183512,,186,170,4114,159,87032,22,2,1186738,-236,44528,195,-1706,990,5516728,173,13,-296,13,-9,20,2476,914848,1310,387816,6138,2090,8326736,-2172,-299552,1975,-2073,-99176,2095,-1953,2183,-1865,321816,2067,1981,2002,2217,-1831,390632,2328,-1424,847952,858,780,-32,151844,-455,6190734,6189830,2328,1424,847952,6190441,-6190123,984254838,6190233,6190331,-303323818,6190353,6190211,439510022,6190656,6189908,,6607244,-5773320,1947,1805,133196,6190475,6190089,5516679,5516777,-270319672,143704,193,89,79,69020,32074,-91924,357,2046,9,2046,318920,1310,406,387816,576,32526,31622,14497448,2328,-1424,847952,32246,31902,32244,31904,5452580,32025,-32123,-1571626,2046,184,-1706,318920,32111,32037,32087,32061,32149,31999,2405550,32267,31881,-19894,29172,406,46,1827,-1925,485,-327,48,481,331,30450,2024,67,143,161,43,90,11,385,-363,59,528,660,1749,101,90,48,78,143,60,11,161,43,20,159,172,374,186,75,2,2,184,193,0
424784764,320,70,60,-137,254,66,73,35,10,1179,-46,996,2224004,53,162,462,197948,45440,711681280,162,151,1778,144,67116,119,17,407540,9,92120,195,-1028,623,1886328,181,17,-188,24,10,18,1636,421120,782,147840,3094,462,2339848,-1453,-180292,1270,-1362,-60536,1376,-1256,1460,-1172,189504,1367,1265,1246,1507,-1125,251356,1499,-859,377280,462,396,112,36068,-188,2224324,2223684,1499,859,377280,2224148,-2223860,320256576,2223958,2224050,-102304184,2224064,2223944,133440240,2224258,2223750,564897016,2421952,-2026056,1239,1119,70740,2224195,2223813,1886282,1886374,-86771088,78960,191,73,82,21442,11644,-54234,96,1386,-3,1330,178029,782,142,147840,293,11964,11324,3726080,1499,-859,377280,11806,11482,11795,11493,1758244,11598,-11690,-535624,1330,188,-1028,178029,11679,11609,11661,11627,11717,11571,850012,11835,11453,-6532,16764,142,178,1133,-1225,224,-60,42,215,69,10366,1316,59,125,131,51,89,7,261,-247,49,294,371,1008,96,89,42,66,125,53,7,131,51,18,144,162,254,162,73,10,17,188,191,0
921752559,667,0,77,-137,573,94,70,36,0,1743,-57,1213,4678947,67,224,940,237510,182091,,194,157,5730,147,63920,140,14,855036,-116,0,198,-1586,970,5320224,178,10,-479,24,4,22,2547,1253960,1607,626980,7610,3850,10772400,-2017,-257560,1823,-1937,-107160,1957,-1803,2027,-1733,276360,1914,1846,1880,2077,-1683,370360,2410,-1076,1162581,940,846,300,156429,-330,4679614,4678280,2410,1076,1162581,4679094,-4678800,687805209,4678890,4679004,-266699979,4679024,4678870,360278919,4679520,4678374,,4916457,-4441437,1820,1666,134211,4679144,4678750,5320167,5320281,-303252768,144760,197,104,87,42861,23751,-99351,216,1880,10,1900,273651,1607,273,626980,430,24418,23084,15841917,2410,-1076,1162581,23975,23527,23908,23594,3728907,23694,-23808,-1353807,1900,188,-1586,273651,23787,23715,23761,23741,23821,23681,1662570,23948,23554,-15561,53862,273,394,1686,-1800,360,-186,46,343,203,19110,1880,84,209,195,34,97,10,583,-563,56,460,670,1470,107,97,46,94,209,67,10,195,34,22,147,224,573,194,70,0,14,188,197,0
1776342456,792,24,81,-156,684,108,71,43,2,2100,-57,1464,8926344,69,229,1296,627984,399168,,214,180,8208,168,69936,192,16,1928808,-324,54144,200,-1920,1212,10272024,176,14,-576,28,4,24,3048,1786752,2088,1026432,10464,5952,18517248,-2412,-351936,2199,-2313,-128592,2337,-2175,2424,-2088,379008,2287,2225,2232,2455,-2057,448944,2892,-1308,1663200,1296,1188,180,344736,-561,8927136,8925552,2892,1308,1663200,8926512,-8926176,1499625792,8926287,8926401,-508801608,8926425,8926263,723033864,8927028,8925660,,9554328,-8298360,2181,2019,170100,8926543,8926145,10271967,10272081,-585505368,182736,199,120,89,90720,44856,-119700,447,2280,10,2280,378000,2088,504,1026432,684,45648,44064,35525952,2892,-1308,1663200,45085,44627,45036,44676,8074080,44799,-44913,-2556792,2280,188,-1920,378000,44899,44813,44870,44842,44927,44785,3184776,45055,44657,-28728,73872,504,288,2043,-2157,593,-415,55,575,433,35784,2256,96,228,215,31,101,12,696,-672,67,660,828,2016,113,101,55,108,228,69,12,215,31,24,168,229,684,214,71,2,16,188,199,0
1438028686,751,99,76,-151,648,103,71,43,9,1928,-54,1328,7299638,65,228,1133,741080,286882,,240,173,7128,162,66528,0,0,1593322,-209,205821,200,-1755,1188,8448312,178,20,-545,11,-11,24,2830,1561329,1884,850883,9207,5049,14819112,-2230,-313929,2025,-2133,-112266,2155,-2003,2241,-1917,336798,2111,2047,1980,2276,-1882,409563,2679,-1177,1447928,1133,1030,266,247536,-436,7300389,7298887,2679,1177,1447928,7299800,-7299476,1182541356,7299584,7299692,-394180452,7299714,7299562,554772488,7300286,7298990,,8040718,-6558558,2004,1852,146528,7299835,7299441,8448258,8448366,-456208848,158004,197,114,97,66086,37054,-104112,328,2178,2,2101,333544,1884,382,850883,555,37805,36303,27827554,2679,-1177,1447928,37282,36826,37227,36881,6410342,37000,-37108,-2000916,2101,189,-1755,333544,37097,37011,37074,37034,37125,36983,2630834,37251,36857,-20628,66744,382,369,1874,-1982,479,-285,54,453,311,27122,2079,92,212,208,32,108,11,659,-637,65,594,715,1782,119,108,54,103,212,65,11,208,32,24,162,228,648,240,71,9,0,189,197,0
977511084,781,66,73,-154,688,93,72,42,6,1914,-51,1287,4912116,62,221,1023,419628,189002,,196,176,7568,165,64108,275,25,1036728,-66,136488,199,-1738,1243,5455164,177,17,-595,36,14,24,2849,1615108,1804,798963,9636,5500,15650624,-2222,-318472,2017,-2119,-105468,2141,-1995,2233,-1903,341220,2099,2037,2002,2267,-1869,411532,2695,-1133,1494834,1023,930,446,166496,-293,4912897,4911335,2695,1133,1494834,4912281,-4911951,810499140,4912065,4912167,-250517916,4912189,4912043,358584468,4912804,4911428,,5331744,-4492488,1987,1841,139722,4912315,4911917,5455113,5455215,-278213364,150964,199,104,102,42592,24684,-97614,191,2134,5,2090,336864,1804,242,798963,418,25465,23903,19278204,2695,-1133,1494834,24905,24463,24860,24508,4344384,24633,-24735,-1258884,2090,188,-1738,336864,24726,24642,24701,24667,24756,24612,1777248,24883,24485,-12342,63984,242,539,1863,-1965,344,-140,53,314,170,17424,2068,82,197,216,31,113,11,699,-677,64,583,682,1815,124,113,53,93,197,62,11,216,31,24,165,221,688,196,72,6,25,188,199,0
